host_id,neighbourhood_group,neighbourhood,room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
0.0001732582200185824,0.0,0.02727272727272727,0.5,0.004008016032064127,0.07894736842105263,0.0,0.0,175
0.25221563773181854,0.25,0.13636363636363635,0.0,0.0,0.15789473684210525,0.01666666666666667,0.0,50
0.10959449290538247,0.0,0.09090909090909091,0.0,0.0,0.013157894736842105,0.0,0.0,55
0.0012076237918371459,0.25,0.12272727272727273,0.5,0.0060120240480961915,0.06578947368421052,0.0,0.08493150684931507,355
0.2680695814314637,0.0,0.02727272727272727,0.5,0.002004008016032064,0.15789473684210525,0.0,0.0,155
0.08194431753921418,0.0,0.05454545454545454,0.5,0.008016032064128256,0.0,0.0,0.0,300
0.13126995727144186,0.0,0.05454545454545454,0.0,0.0,0.13157894736842105,0.05,0.8493150684931506,51
0.04783771441174072,0.0,0.05454545454545454,0.5,0.002004008016032064,0.02631578947368421,0.0,0.4301369863013699,200
0.10196465336189499,0.25,0.13636363636363635,0.0,0.0,0.09210526315789473,0.03333333333333333,0.5068493150684932,150
0.0006797126154735069,0.0,0.013636363636363636,0.5,0.0,0.42105263157894735,0.008333333333333333,0.7041095890410959,98
0.16628929380087315,0.0,0.02727272727272727,0.0,0.002004008016032064,0.14473684210526316,0.0,0.0,60
0.2206800716866457,0.25,0.031818181818181815,0.5,0.058116232464929855,0.05263157894736842,0.0,0.0,98
0.009967658988102807,0.5,0.2545454545454545,0.0,0.002004008016032064,0.47368421052631576,0.008333333333333333,0.0,40
0.05204166866024076,0.25,0.10454545454545454,0.5,0.0,0.09210526315789473,0.0,0.0,200
0.0012396959560292745,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,65
0.057278625103722815,0.0,0.35909090909090907,0.5,0.002004008016032064,0.6710526315789473,0.0,0.9616438356164384,125
0.10648155727526952,0.25,0.00909090909090909,0.5,0.0,0.6842105263157894,0.0,0.6082191780821918,140
0.35456427123361456,0.25,0.23636363636363636,0.5,0.004008016032064127,0.02631578947368421,0.0,1.0,180
0.03654942446085783,0.5,0.22272727272727272,0.0,0.004008016032064127,0.17105263157894735,0.0,0.09863013698630137,55
0.5208123137717009,0.5,0.46818181818181814,0.0,0.0,0.0,0.0,0.09863013698630137,65
0.12018452977397198,0.0,0.05454545454545454,0.0,0.026052104208416832,0.0,0.0,0.0,80
0.07454656920709521,0.0,0.09545454545454544,0.0,0.0060120240480961915,0.0,0.0,0.0,46
0.3619660951146727,0.0,0.3727272727272727,0.0,0.0,0.881578947368421,0.03333333333333333,0.5095890410958904,35
0.978394734959452,0.0,0.02727272727272727,0.0,0.0,0.0,0.01666666666666667,0.37534246575342467,75
0.16209508733221512,0.0,0.09545454545454544,0.0,0.002004008016032064,0.05263157894736842,0.0,0.0,29
0.37356402471393924,0.25,0.031818181818181815,0.5,0.002004008016032064,0.05263157894736842,0.0,0.0,289
0.003462915193130622,0.0,0.05909090909090909,0.5,0.05410821643286572,0.07894736842105263,0.0,0.8410958904109589,133
0.0969420751670843,0.0,0.02727272727272727,0.0,0.0,0.0,0.0,0.0,45
0.015402396207698068,0.25,0.004545454545454545,0.0,0.004008016032064127,0.17105263157894735,0.008333333333333333,0.0,100
0.6672197456336171,0.25,0.00909090909090909,0.5,0.008016032064128256,0.09210526315789473,0.0,0.0,99
0.21227848430043322,0.5,0.17727272727272728,0.0,0.0,0.13157894736842105,0.058333333333333334,0.7534246575342466,129
0.008624098505799137,0.0,0.24545454545454545,0.5,0.010020040080160319,0.6052631578947368,0.0,0.18904109589041096,71
0.19786491542005633,0.25,0.12727272727272726,0.5,0.0,0.0,0.0,0.0,125
0.011993338045003283,0.25,0.004545454545454545,0.5,0.002004008016032064,0.2631578947368421,0.0,0.0,250
0.2357587533850888,0.0,0.05454545454545454,0.0,0.028056112224448898,0.013157894736842105,0.0,0.0,65
0.8102622759735363,0.0,0.40909090909090906,0.0,0.0,0.3421052631578947,0.0,0.4767123287671233,49
0.07924035486074373,0.0,0.02727272727272727,0.0,0.0,0.0,0.0,0.0,100
0.7500148795812902,0.5,0.16818181818181818,0.0,0.0,0.2763157894736842,0.06666666666666667,0.9917808219178083,80
0.6959760607067232,0.25,0.031818181818181815,0.0,0.012024048096192383,0.11842105263157894,0.3833333333333333,0.9808219178082191,150
0.017878908259593877,0.25,0.04090909090909091,0.5,0.010020040080160319,0.8552631578947368,0.0,0.019178082191780823,160
0.03953023648117542,0.0,0.05454545454545454,0.5,0.004008016032064127,0.17105263157894735,0.008333333333333333,0.0,180
0.029099918844446997,0.25,0.031818181818181815,0.5,0.002004008016032064,0.06578947368421052,0.01666666666666667,0.12054794520547946,285
0.011272370521350382,0.0,0.3409090909090909,0.0,0.004008016032064127,0.15789473684210525,0.0,0.1726027397260274,90
0.5378184712954951,0.25,0.10454545454545454,0.0,0.0,0.6578947368421052,0.0,0.08767123287671233,135
0.7709945988951726,0.5,0.37727272727272726,0.0,0.002004008016032064,0.0,0.0,0.23287671232876714,110
